id,location_on_wall
L26,0.3893848921726032
L27,0.38895516862581
L28,0.38859403189475944
M1,0.3865664444912546
M2,0.38563193453406525
M3,0.3846848157755861
M4,0.3837391542041672
M5,0.3827938467823972
M6,0.381843325195507
M7,0.38090104598036745
M8,0.37994838030331385
M9,0.37900304707282234
M10,0.3780472676913235
M11,0.37708871902445884
M12,0.37612065595489447
M13,0.375155748323983
M14,0.3741923115310449
M15,0.37323176686903375
M16,0.37226465689606797
M17,0.37129831373662153
M18,0.37036351268648604
M19,0.3694629608998634
M20,0.36857630431989125
M21,0.36767430653062877
M22,0.36673004682677907
M23,0.36509774478230167
M24,0.3643746208162954
M25,0.3634273941961486
M26,0.3624984056866749
M27,0.36203409174484
M28,0.36132477031700727
N1,0.28444434736723917
N2,0.2842623033427159
N10,0.2805742012348921
N3,0.28400598354698475
N4,0.2836082388794922
N5,0.28342513833300936
N6,0.2828009754840982
N7,0.28237333898947575
N8,0.281986779741033
N9,0.2812882809536608
N11,0.2797522598560605
O1,0.23692937051030616
O2,0.23630290976329413
O3,0.23567643136929542
O4,0.23506120420589463
O5,0.23444782381036794
O6,0.2338147094102869
O7,0.23317380772243565
O8,0.23252712055202904
O9,0.23189226482668387
O10,0.23126364764502924
O11,0.23077063714297233
O12,0.23042594930979157
O13,0.22968829890807524
O14,0.22923300601839003
P1,0.18592979573981672
P11,0.1842434123134086
P12,0.1851363893498882
P2,0.18572059658350787
P3,0.18555263764975213
P4,0.1853663278479046
P5,0.18522404671855158
P10,0.18440238752706517
P9,0.18455561494297706
P8,0.18471360812820764
P7,0.18485421516110132
P6,0.18505526239613046
Q1,0.09957129291010092
Q2,0.09853521399153288
Q3,0.09765991445339048
Q4,0.0966551614657696
Q5,0.09537343842453841
Q6,0.09438240567104893
Q7,0.09338101857854945
Q8,0.09237744859003935
Q9,0.09138052317383766
Q10,0.09038488426782516
Q11,0.08946038126295577
Q12,0.08846636645128964
Q13,0.08746264059455922
Q14,0.08647608420512982
Q15,0.08547294965811977
Q16,0.08447673542051509
Q17,0.08347638760727248
Q18,0.08248232750906831
Q19,0.08149763703773323
Q20,0.08050927891311425
Q21,0.07952003463184092
Q22,0.07852288539727724
Q23,0.07753317295107379
Q24,0.07653060688997955
Q25,0.07554108871959331
Q26,0.074550617358122
Q27,0.07355253778375745
Q28,0.0726753872163335
Q29,0.07167515304577984
Q30,0.07067342465434016
Q31,0.06919389807515876
Q32,0.0675628492972226
R1,0.00964517994332471
R2,0.00929148327767206
R3,0.009111497088793476
R4,0.00888901461366866
R5,0.008594097276625854
R6,0.00827088907176927
R7,0.00794818844299247
R8,0.0075961011164272325
R9,0.007211081284942311
R10,0.00681461111977209
R11,0.006433051056236605
R12,0.005910085043730469
R13,0.005321957045252497
R14,0.004775619183498909
R15,0.004170653596091056
R16,0.0036505620629106506
R17,0.003134421877627743
R18,0.0026234959280833276
R19,0.0021163269987901074
R20,0.0015826960629558712
R21,0.0010436126535561738
