id,longitude,latitude,Elevation
H10,-2.300960422525848,55.02602853330873,0
H11,-2.30357907366367,55.0255250731442,0
H12,-2.306354835933825,55.02582495777089,0
H13,-2.309097152475743,55.0254208078067,0
H14,-2.311800847187767,55.0250116008324,0
H15,-2.314395500390999,55.02443683025655,0
H16,-2.31509720971014,55.02285010646753,0
H17,-2.315665517570431,55.02130443450736,0
H18,-2.316342754051016,55.01977662598145,0
H19,-2.317038637670165,55.01841716239447,0
H20,-2.319343086294119,55.01756129098786,0
H21,-2.321766331034158,55.01706157686171,0
H22,-2.324290357658614,55.01660175663,0
H23,-2.326404656131313,55.01568467903228,0
H24,-2.328191226903376,55.01440729674801,0
H25,-2.330689682540545,55.01369610430579,0
H26,-2.331972475667257,55.01349375903569,0
H27,-2.334522075769998,55.01292399970816,0
H28,-2.337105353801695,55.01247682792276,0
I 1,-2.339328343599825,55.01186854539594,0
I 2,-2.341000444089634,55.01211810483537,0
I 3,-2.342903465925648,55.01190227655611,0
I 4,-2.344740028020631,55.01151954494764,0
I 5,-2.347735275685795,55.01097697548343,0
I 6,-2.350710306489444,55.01045362316834,0
I 7,-2.353415322758312,55.00975512911089,0
I 8,-2.355352557784787,55.00859666422761,0
I 9,-2.356294752779061,55.00764806442587,0
I 10,-2.35762046616621,55.00585326276038,0
I 11,-2.360829972124851,55.00541785770993,0
I 12,-2.363507824710016,55.00516398802647,0
I 13,-2.366182021371548,55.00497695488961,0
I 14,-2.368949793585137,55.00482405410081,0
I 15,-2.371536757493208,55.00431071347556,0
I 16,-2.3737837788389,55.00340584064551,0
I 17,-2.376499151892587,55.00357538371927,0
I 18,-2.379111924435168,55.00316024978407,0
I 19,-2.381590890568386,55.00269483071033,0
I 20,-2.384229182805704,55.00228561270937,0
I 21,-2.386409049855411,55.00134349769914,0
I 22,-2.388856652697045,55.00182837573024,0
I 23,-2.391239447064683,55.00218473400497,0
I 24,-2.393008926753836,55.00221530401124,0
I 25,-2.395935483347639,55.00217877264576,0
I 26,-2.398893890498304,55.00209212198944,0
I 27,-2.401387582711737,55.00224174527873,0
I 28,-2.404185891479431,55.00193906246255,0
J1,-2.406952509030535,55.00161133528176,0
J2,-2.409482335298097,55.00110650146821,0
J3,-2.411285291099952,55.00008741129137,0
J4,-2.413234533827779,54.99912198670511,0
J5,-2.41587159392175,54.99877195250543,0
J6,-2.418266596170713,54.99840219932461,0
J7,-2.420926331685575,54.99792326321037,0
J8,-2.422931866821058,54.99726270481113,0
J9,-2.425301212949233,54.9965023452125,0
J10,-2.427642113725423,54.99583566745706,0
J11,-2.430299467773811,54.9955704009843,0
J12,-2.432819954052531,54.99561444571658,0
J13,-2.435061803937733,54.99552500582517,0
J14,-2.437752777777778,54.99519999999999,0
J15,-2.440435365591106,54.99495501657882,0
J16,-2.443120263320819,54.99459766325657,0
J17,-2.445810184359172,54.99403781010525,0
J18,-2.448316307661703,54.99368152085785,0
J19,-2.449520989557122,54.99315164652366,0
J20,-2.45069536059216,54.99290877416517,0
J21,-2.452099319222563,54.99304127449696,0
J22,-2.454414824003667,54.99388861785808,0
J23,-2.456653348865032,54.99475965210482,0
J24,-2.459214376650594,54.99531266561774,0
J25,-2.461932418235677,54.99520176445544,0
J26,-2.464627550303398,54.99503345864438,0
J27,-2.467331304853666,54.99523949550567,0
J28,-2.470048264239579,54.99520962191903,0
K1,-2.479214760438836,54.99532067760799,0
K2,-2.482091035824522,54.99511806920353,0
K3,-2.484725309198458,54.99564996854497,0
K4,-2.487038736383477,54.99613675261573,0
K5,-2.490073329230923,54.99597240175794,0
K6,-2.492691321666551,54.99581781773551,0
K7,-2.495373014547448,54.99519519242128,0
K8,-2.497997803148047,54.99417767157799,0
K9,-2.499713120615214,54.99392543704755,0
K10,-2.502213331255875,54.99350049934991,0
K11,-2.504837135267144,54.99310609642849,0
K12,-2.507296185622385,54.99243363669933,0
K13,-2.507627029888089,54.99168825567692,0
K14,-2.508833074205663,54.9910910056084,0
K15,-2.510115093802016,54.99088896914328,0
K16,-2.512464572057513,54.99015015839482,0
K17,-2.514312379339319,54.98940930519998,0
K18,-2.516500771069248,54.9884808770131,0
K19,-2.519062433230231,54.98788070677365,0
K20,-2.521786962315782,54.98771433180005,0
K21,-2.524356657312402,54.98779453745279,0
K22,-2.527069976607697,54.98788814408468,0
K23,-2.529739541262081,54.98802187170482,0
K24,-2.531376541988354,54.98801881567885,0
L1,-2.578654385143335,54.98960223307701,0
L2,-2.579521340893055,54.98964906156259,0
L3,-2.580256795981705,54.98979094247947,0
L4,-2.58099345526301,54.98995345721732,0
L5,-2.58169104331879,54.99016532768463,0
L6,-2.582403614706555,54.99036251545917,0
L7,-2.583065734050478,54.99057021073687,0
L8,-2.583693216658392,54.99082584646079,0
L9,-2.584390686982737,54.99101344214596,0
L10,-2.585093691311847,54.99120092541551,0
L11,-2.585799478367077,54.99137911522497,0
L12,-2.586485907098453,54.99156425728361,0
L13,-2.587179954952041,54.99175661236393,0
L14,-2.587743775886012,54.9920521990999,0
L15,-2.588487024429513,54.99191595031083,0
L16,-2.589258837668054,54.9918089184937,0
L17,-2.590017152671245,54.99169823405759,0
L18,-2.590774987497977,54.99159752292841,0
L19,-2.591544221673474,54.99148903318665,0
L20,-2.592314403222221,54.99137853925057,0
L21,-2.595407375198509,54.99089706786858,0
L22,-2.596300759721129,54.99083698914745,0
L23,-2.597094286746018,54.99079686249408,0
L24,-2.597883001084678,54.99074704244717,0
L25,-2.598670587464161,54.99069911636211,0
L26,-2.599428508555009,54.99066796332008,0
L27,-2.600194128420206,54.99060449817017,0
L28,-2.600835633932177,54.99051446101373,0
M1,-2.60439328401169,54.98985429980238,0
M2,-2.606029923339822,54.98949701328615,0
M3,-2.60768520626548,54.98911951465367,0
M4,-2.609336973783933,54.98873826098301,0
M5,-2.610986473753956,54.98834976926073,0
M6,-2.612650665861156,54.98798417259416,0
M7,-2.61429396191383,54.98759280788402,0
M8,-2.615965865060097,54.9872440988044,0
M9,-2.617625475434324,54.98688157224844,0
M10,-2.619295322903963,54.98649312838933,0
M11,-2.620984935187367,54.98618031859822,0
M12,-2.622694528829739,54.98588091399552,0
M13,-2.624396698544538,54.98557296432318,0
M14,-2.626101677429143,54.98529327316819,0
M15,-2.627798235317559,54.98499743685791,0
M16,-2.629507212795381,54.98470381404247,0
M17,-2.631214739753909,54.98440993300824,0
M18,-2.632879798990108,54.98413584231589,0
M19,-2.634394463441431,54.98357598052576,0
M20,-2.635882190173748,54.98301428924712,0
M21,-2.637408821493288,54.98247655708036,0
M22,-2.639052600553925,54.98207269538383,0
M23,-2.64186561356804,54.98126106180113,0
M24,-2.643117590450026,54.98092453421752,0
M25,-2.64476646236654,54.98051911707344,0
M26,-2.646381711375336,54.98011404340709,0
M27,-2.647149662138087,54.97975494485861,0
M28,-2.648382408114895,54.97944340998445,0
N1,-2.781981265914857,54.957295405928,0
N2,-2.782248374314276,54.9571071307961,0
N10,-2.788278569761757,54.95469695805392,0
N3,-2.782666966902527,54.95689594970335,0
N4,-2.783132044027279,54.95667734818321,0
N5,-2.783439030340889,54.9565543304608,0
N6,-2.784529912188283,54.95630319221238,0
N7,-2.78524793533863,54.95601985009643,0
N8,-2.785902148134296,54.95563906478287,0
N9,-2.787059342938326,54.95514087071833,0
N11,-2.789338108035755,54.9535763948258,0
O 1,-2.863696281963497,54.93739729749926,0
O 2,-2.864796928390496,54.93717279937987,0
O 3,-2.865909277606433,54.93701370446903,0
O 4,-2.866989428096275,54.93678897661587,0
O 5,-2.868068033213916,54.9365744333801,0
O 6,-2.869188338021779,54.93639220630922,0
O 7,-2.870317668254009,54.93618109445959,0
O 8,-2.871475637853866,54.93607144284722,0
O 9,-2.872604776558752,54.93592095255369,0
O 10,-2.873722102211253,54.9357679210997,0
O 11,-2.874610871528245,54.93576930893932,0
O12,-2.875221619990009,54.93566994950584,0
O13,-2.876538831363105,54.93550848948057,0
O 14,-2.87733427832866,54.93531564597799,0
P1,-2.939461448555726,54.89678668153423,0
P11,-2.942349437476613,54.89589339973524,0
P12,-2.940652954061426,54.8958356965802,0
P2,-2.939841376466777,54.89674463066888,0
P3,-2.94014448124964,54.89670475557368,0
P4,-2.940470951720438,54.89662957848541,0
P5,-2.940723078110113,54.89658107642987,0
P10,-2.942096043721735,54.8960374523538,0
P9,-2.941851907002354,54.89617659980156,0
P8,-2.941598136076022,54.89631359808714,0
P7,-2.941374628663234,54.8964429391907,0
P6,-2.941032343177399,54.89655582834843,0
Q1,-3.083937587348833,54.92235671084253,0
Q2,-3.085798596021459,54.92249745787814,0
Q3,-3.087371735242188,54.92261111944308,0
Q4,-3.089179401930434,54.92273098837967,0
Q5,-3.090979444073775,54.92284558887489,0
Q6,-3.092752213227569,54.92299139466936,0
Q7,-3.094556391171532,54.9231147243758,0
Q8,-3.096351814375321,54.92324675610246,0
Q9,-3.098134772169716,54.92339432197488,0
Q10,-3.099915471645399,54.92354048959383,0
Q11,-3.10156838795929,54.92369201546358,0
Q12,-3.103347144766468,54.92381063596793,0
Q13,-3.105142434460344,54.92395439385957,0
Q14,-3.10690734352264,54.92408635014167,0
Q15,-3.108701478913823,54.92423276751737,0
Q16,-3.110483963563075,54.92435755374457,0
Q17,-3.112273450590965,54.92449403235315,0
Q18,-3.114052288674007,54.92461265153145,0
Q19,-3.115814043758554,54.92473913299587,0
Q20,-3.117582152262792,54.92487200555073,0
Q21,-3.119350921648429,54.92503123779407,0
Q22,-3.121134486970782,54.9251729539728,0
Q23,-3.122904807851282,54.92531198165209,0
Q24,-3.124698155576113,54.92545181301382,0
Q25,-3.126468200292582,54.92558878825145,0
Q26,-3.128239464544972,54.92573967796015,0
Q27,-3.130025008010904,54.92587261071667,0
Q28,-3.131595646071265,54.9259487289492,0
Q29,-3.13338576185626,54.92606157292084,0
Q30,-3.135179648979327,54.92614344137162,0
Q31,-3.137823680997876,54.92642026577779,0
Q32,-3.140737617881901,54.92675034674338,0
R1,-3.233386619810863,54.94850468796108,0
R2,-3.233862882550119,54.94821844531282,0
R3,-3.234136774019074,54.9480478070924,0
R4,-3.23445673312991,54.94780567714993,0
R5,-3.234899768170144,54.94751642909611,0
R6,-3.235384419579819,54.94719795251832,0
R7,-3.235863482083186,54.94687187739446,0
R8,-3.236414607889487,54.94656381261423,0
R9,-3.237025751704212,54.94624113888605,0
R10,-3.23765129004301,54.94590252688836,0
R11,-3.238254857920287,54.94557925636305,0
R12,-3.239069849841637,54.94511561920236,0
R13,-3.240036760678544,54.94467870928439,0
R14,-3.240983341134393,54.94436640619485,0
R15,-3.242032101382548,54.94408416440403,0
R16,-3.242930321373923,54.94382538916034,0
R17,-3.243838627529003,54.94364872021843,0
R18,-3.244746673588837,54.94351608993627,0
R19,-3.245645690971406,54.94337329088903,0
R20,-3.246575853141074,54.94314834158162,0
R21,-3.247517374765478,54.94292988656912,0

